"","date","state","positive","negative","pending","hospitalized","death","total","dateChecked"
"324",20200318,"TX",83,1824,NA,NA,2,1907,"2020-03-18T20:00:00Z"
"325",20200318,"UT",63,131,NA,NA,0,194,"2020-03-18T20:00:00Z"
"326",20200318,"VA",77,1201,NA,NA,1,1278,"2020-03-18T20:00:00Z"
"327",20200318,"VT",19,592,NA,NA,NA,611,"2020-03-18T20:00:00Z"
"328",20200318,"WA",1012,13117,NA,NA,52,14129,"2020-03-18T20:00:00Z"
"329",20200318,"WI",106,1577,NA,NA,NA,1683,"2020-03-18T20:00:00Z"
"330",20200318,"WV",1,122,14,NA,0,137,"2020-03-18T20:00:00Z"
"331",20200318,"WY",15,178,NA,NA,NA,193,"2020-03-18T20:00:00Z"
"332",20200318,"PR",5,31,21,NA,NA,57,"2020-03-18T20:00:00Z"
"333",20200318,"VI",2,NA,NA,NA,0,2,"2020-03-18T20:00:00Z"
"334",20200318,"GU",8,57,NA,NA,NA,65,"2020-03-18T20:00:00Z"
"335",20200318,"MP",0,NA,NA,NA,0,0,"2020-03-18T20:00:00Z"
"336",20200318,"AS",0,NA,NA,NA,0,0,"2020-03-18T20:00:00Z"
"337",20200317,"AK",3,334,NA,NA,NA,337,"2020-03-17T20:00:00Z"
"338",20200317,"AL",36,28,NA,NA,0,64,"2020-03-17T20:00:00Z"
"339",20200317,"AR",22,197,41,NA,NA,260,"2020-03-17T20:00:00Z"
"340",20200317,"AZ",20,142,66,NA,0,228,"2020-03-17T20:00:00Z"
"341",20200317,"CA",483,7981,NA,NA,11,8407,"2020-03-17T20:00:00Z"
"342",20200317,"CO",160,1056,NA,NA,1,1216,"2020-03-17T20:00:00Z"
"343",20200317,"CT",41,125,NA,NA,NA,166,"2020-03-17T20:00:00Z"
"344",20200317,"DC",22,104,0,NA,NA,126,"2020-03-17T20:00:00Z"
"345",20200317,"DE",16,36,NA,NA,NA,52,"2020-03-17T20:00:00Z"
"346",20200317,"FL",186,940,872,NA,6,1998,"2020-03-17T20:00:00Z"
"347",20200317,"GA",146,NA,NA,NA,1,146,"2020-03-17T20:00:00Z"
"348",20200317,"HI",10,NA,NA,NA,NA,10,"2020-03-17T20:00:00Z"
"349",20200317,"IA",23,83,NA,NA,NA,106,"2020-03-17T20:00:00Z"
"350",20200317,"ID",7,346,NA,NA,NA,353,"2020-03-17T20:00:00Z"
"351",20200317,"IL",160,1340,NA,NA,1,1500,"2020-03-17T20:00:00Z"
"352",20200317,"IN",30,129,NA,NA,2,159,"2020-03-17T20:00:00Z"
"353",20200317,"KS",15,382,NA,NA,1,397,"2020-03-17T20:00:00Z"
"354",20200317,"KY",22,295,NA,NA,1,317,"2020-03-17T20:00:00Z"
"355",20200317,"LA",171,286,NA,NA,4,457,"2020-03-17T20:00:00Z"
"356",20200317,"MA",218,1541,NA,NA,NA,1759,"2020-03-17T20:00:00Z"
"357",20200317,"MD",57,94,NA,NA,NA,151,"2020-03-17T20:00:00Z"
"358",20200317,"ME",32,1303,NA,NA,NA,1335,"2020-03-17T20:00:00Z"
"359",20200317,"MI",65,272,NA,NA,NA,337,"2020-03-17T20:00:00Z"
"360",20200317,"MN",60,2276,NA,NA,NA,2336,"2020-03-17T20:00:00Z"
"361",20200317,"MO",8,207,NA,NA,0,215,"2020-03-17T20:00:00Z"
"362",20200317,"MS",21,368,NA,NA,NA,389,"2020-03-17T20:00:00Z"
"363",20200317,"MT",8,303,0,NA,NA,311,"2020-03-17T20:00:00Z"
"364",20200317,"NC",40,474,NA,NA,0,514,"2020-03-17T20:00:00Z"
"365",20200317,"ND",3,220,0,NA,0,223,"2020-03-17T20:00:00Z"
"366",20200317,"NE",21,206,NA,NA,NA,227,"2020-03-17T20:00:00Z"
"367",20200317,"NH",17,355,195,NA,NA,567,"2020-03-17T20:00:00Z"
"368",20200317,"NJ",267,163,55,NA,3,485,"2020-03-17T20:00:00Z"
"369",20200317,"NM",23,1249,NA,NA,NA,1272,"2020-03-17T20:00:00Z"
"370",20200317,"NV",55,168,NA,NA,1,223,"2020-03-17T20:00:00Z"
"371",20200317,"NY",1700,5506,NA,NA,7,7206,"2020-03-17T20:00:00Z"
"372",20200317,"OH",67,140,NA,NA,NA,207,"2020-03-17T20:00:00Z"
"373",20200317,"OK",17,247,82,NA,NA,346,"2020-03-17T20:00:00Z"
"374",20200317,"OR",47,689,184,NA,NA,920,"2020-03-17T20:00:00Z"
"375",20200317,"PA",96,879,NA,NA,NA,975,"2020-03-17T20:00:00Z"
"376",20200317,"RI",21,308,149,NA,NA,478,"2020-03-17T20:00:00Z"
"377",20200317,"SC",33,311,NA,NA,1,344,"2020-03-17T20:00:00Z"
"378",20200317,"SD",11,551,35,NA,NA,597,"2020-03-17T20:00:00Z"
"379",20200317,"TN",73,330,NA,NA,NA,403,"2020-03-17T20:00:00Z"
"380",20200317,"TX",64,1204,NA,NA,1,1268,"2020-03-17T20:00:00Z"
"381",20200317,"UT",51,131,NA,NA,0,182,"2020-03-17T20:00:00Z"
"382",20200317,"VA",67,961,NA,NA,1,1028,"2020-03-17T20:00:00Z"
"383",20200317,"VT",10,495,NA,NA,NA,505,"2020-03-17T20:00:00Z"
"384",20200317,"WA",904,11582,NA,NA,48,12486,"2020-03-17T20:00:00Z"
"385",20200317,"WI",72,1038,NA,NA,NA,1110,"2020-03-17T20:00:00Z"
"386",20200317,"WV",0,80,4,NA,0,84,"2020-03-17T20:00:00Z"
"387",20200317,"WY",10,95,NA,NA,NA,105,"2020-03-17T20:00:00Z"
"388",20200317,"PR",5,13,4,NA,NA,22,"2020-03-17T20:00:00Z"
"389",20200317,"VI",2,NA,NA,NA,NA,2,"2020-03-17T20:00:00Z"
"390",20200317,"GU",5,41,NA,NA,NA,46,"2020-03-17T20:00:00Z"
"391",20200317,"MP",0,NA,NA,NA,NA,0,"2020-03-17T20:00:00Z"
"392",20200317,"AS",0,NA,NA,NA,NA,0,"2020-03-17T20:00:00Z"
"393",20200316,"AK",1,143,NA,NA,NA,144,"2020-03-16T20:00:00Z"
"394",20200316,"AL",28,28,40,NA,0,96,"2020-03-16T20:00:00Z"
"395",20200316,"AR",22,132,14,NA,NA,168,"2020-03-16T20:00:00Z"
"396",20200316,"AZ",18,125,63,NA,0,206,"2020-03-16T20:00:00Z"
"397",20200316,"CA",335,7981,NA,NA,6,8316,"2020-03-16T20:00:00Z"
"398",20200316,"CO",131,627,NA,NA,1,758,"2020-03-16T20:00:00Z"
"399",20200316,"CT",26,125,NA,NA,NA,151,"2020-03-16T20:00:00Z"
"400",20200316,"DC",17,96,7,NA,NA,120,"2020-03-16T20:00:00Z"
"401",20200316,"DE",8,36,32,NA,NA,76,"2020-03-16T20:00:00Z"
"402",20200316,"FL",141,684,514,NA,4,1339,"2020-03-16T20:00:00Z"
"403",20200316,"GA",121,NA,NA,NA,1,121,"2020-03-16T20:00:00Z"
"404",20200316,"HI",7,NA,NA,NA,NA,7,"2020-03-16T20:00:00Z"
"405",20200316,"IA",22,83,NA,NA,NA,105,"2020-03-16T20:00:00Z"
"406",20200316,"ID",5,265,NA,NA,NA,270,"2020-03-16T20:00:00Z"
"407",20200316,"IL",93,932,NA,NA,NA,1025,"2020-03-16T20:00:00Z"
"408",20200316,"IN",24,115,NA,NA,1,139,"2020-03-16T20:00:00Z"
"409",20200316,"KS",11,166,NA,NA,1,177,"2020-03-16T20:00:00Z"
"410",20200316,"KY",21,234,NA,NA,1,255,"2020-03-16T20:00:00Z"
"411",20200316,"LA",114,188,NA,NA,2,302,"2020-03-16T20:00:00Z"
"412",20200316,"MA",164,352,NA,NA,NA,516,"2020-03-16T20:00:00Z"
"413",20200316,"MD",37,94,NA,NA,NA,131,"2020-03-16T20:00:00Z"
"414",20200316,"ME",17,764,NA,NA,NA,781,"2020-03-16T20:00:00Z"
"415",20200316,"MI",53,272,30,NA,NA,355,"2020-03-16T20:00:00Z"
"416",20200316,"MN",54,1839,NA,NA,NA,1893,"2020-03-16T20:00:00Z"
"417",20200316,"MO",6,164,NA,NA,0,170,"2020-03-16T20:00:00Z"
"418",20200316,"MS",12,277,NA,NA,NA,289,"2020-03-16T20:00:00Z"
"419",20200316,"MT",7,198,0,NA,NA,205,"2020-03-16T20:00:00Z"
"420",20200316,"NC",33,296,151,NA,0,480,"2020-03-16T20:00:00Z"
"421",20200316,"ND",1,123,0,NA,0,124,"2020-03-16T20:00:00Z"
"422",20200316,"NE",18,170,NA,NA,NA,188,"2020-03-16T20:00:00Z"
"423",20200316,"NH",13,271,95,NA,NA,379,"2020-03-16T20:00:00Z"
"424",20200316,"NJ",178,120,20,NA,2,218,"2020-03-16T20:00:00Z"
"425",20200316,"NM",17,566,NA,NA,NA,583,"2020-03-16T20:00:00Z"
"426",20200316,"NV",45,168,NA,NA,1,213,"2020-03-16T20:00:00Z"
"427",20200316,"NY",950,4543,NA,NA,7,5493,"2020-03-16T20:00:00Z"
"428",20200316,"OH",50,140,361,NA,NA,551,"2020-03-16T20:00:00Z"
"429",20200316,"OK",10,174,29,NA,NA,213,"2020-03-16T20:00:00Z"
"430",20200316,"OR",39,579,182,NA,NA,800,"2020-03-16T20:00:00Z"
"431",20200316,"PA",76,670,NA,NA,NA,746,"2020-03-16T20:00:00Z"
"432",20200316,"RI",21,308,149,NA,NA,478,"2020-03-16T20:00:00Z"
"433",20200316,"SC",28,235,NA,NA,1,263,"2020-03-16T20:00:00Z"
"434",20200316,"SD",10,494,0,NA,NA,504,"2020-03-16T20:00:00Z"
"435",20200316,"TN",52,270,NA,NA,NA,322,"2020-03-16T20:00:00Z"
"436",20200316,"TX",57,NA,NA,NA,NA,57,"2020-03-16T20:00:00Z"
"437",20200316,"UT",39,131,NA,NA,0,170,"2020-03-16T20:00:00Z"
"438",20200316,"VA",51,438,NA,NA,1,489,"2020-03-16T20:00:00Z"
"439",20200316,"VT",8,421,NA,NA,NA,429,"2020-03-16T20:00:00Z"
"440",20200316,"WA",769,9451,NA,NA,42,10220,"2020-03-16T20:00:00Z"
"441",20200316,"WI",47,504,NA,NA,NA,551,"2020-03-16T20:00:00Z"
"442",20200316,"WV",0,80,4,NA,0,84,"2020-03-16T20:00:00Z"
"443",20200316,"WY",3,NA,NA,NA,NA,3,"2020-03-16T20:00:00Z"
"444",20200316,"PR",5,9,NA,NA,NA,14,"2020-03-16T20:00:00Z"
"445",20200316,"VI",1,NA,NA,NA,NA,1,"2020-03-16T20:00:00Z"
"446",20200316,"GU",3,23,NA,NA,NA,26,"2020-03-16T20:00:00Z"
"447",20200316,"MP",0,NA,NA,NA,NA,0,"2020-03-16T20:00:00Z"
"448",20200316,"AS",0,NA,NA,NA,NA,0,"2020-03-16T20:00:00Z"
"449",20200315,"AK",1,143,NA,NA,NA,144,"2020-03-15T20:00:00Z"
"450",20200315,"AL",12,28,46,NA,0,86,"2020-03-15T20:00:00Z"
"451",20200315,"AR",16,103,30,NA,NA,149,"2020-03-15T20:00:00Z"
"452",20200315,"AZ",12,121,50,NA,0,183,"2020-03-15T20:00:00Z"
"453",20200315,"CA",293,916,NA,NA,5,1209,"2020-03-15T20:00:00Z"
"454",20200315,"CO",131,627,NA,NA,1,758,"2020-03-15T20:00:00Z"
"455",20200315,"CT",20,125,NA,NA,NA,145,"2020-03-15T20:00:00Z"
"456",20200315,"DC",16,79,20,NA,NA,115,"2020-03-15T20:00:00Z"
"457",20200315,"DE",6,36,32,NA,NA,74,"2020-03-15T20:00:00Z"
"458",20200315,"FL",116,678,454,NA,4,1248,"2020-03-15T20:00:00Z"
"459",20200315,"GA",99,NA,NA,NA,1,99,"2020-03-15T20:00:00Z"
"460",20200315,"HI",2,NA,NA,NA,NA,2,"2020-03-15T20:00:00Z"
"461",20200315,"IA",18,83,NA,NA,NA,101,"2020-03-15T20:00:00Z"
"462",20200315,"ID",5,171,NA,NA,NA,176,"2020-03-15T20:00:00Z"
"463",20200315,"IL",64,449,195,NA,NA,708,"2020-03-15T20:00:00Z"
"464",20200315,"IN",19,102,NA,NA,0,121,"2020-03-15T20:00:00Z"
"465",20200315,"KS",8,135,NA,NA,1,143,"2020-03-15T20:00:00Z"
"466",20200315,"KY",16,139,NA,NA,NA,155,"2020-03-15T20:00:00Z"
"467",20200315,"LA",91,156,NA,NA,2,247,"2020-03-15T20:00:00Z"
"468",20200315,"MA",138,352,NA,NA,NA,490,"2020-03-15T20:00:00Z"
"469",20200315,"MD",31,94,NA,NA,NA,125,"2020-03-15T20:00:00Z"
"470",20200315,"ME",3,91,17,NA,NA,111,"2020-03-15T20:00:00Z"
"471",20200315,"MI",33,205,26,NA,NA,264,"2020-03-15T20:00:00Z"
"472",20200315,"MN",35,1387,NA,NA,NA,1422,"2020-03-15T20:00:00Z"
"473",20200315,"MO",5,122,NA,NA,0,127,"2020-03-15T20:00:00Z"
"474",20200315,"MS",10,84,NA,NA,NA,94,"2020-03-15T20:00:00Z"
"475",20200315,"MT",7,103,57,NA,NA,167,"2020-03-15T20:00:00Z"
"476",20200315,"NC",32,227,151,NA,NA,410,"2020-03-15T20:00:00Z"
"477",20200315,"ND",1,95,4,NA,0,100,"2020-03-15T20:00:00Z"
"478",20200315,"NE",17,80,33,NA,NA,130,"2020-03-15T20:00:00Z"
"479",20200315,"NH",13,271,95,NA,NA,379,"2020-03-15T20:00:00Z"
"480",20200315,"NJ",98,120,34,NA,2,252,"2020-03-15T20:00:00Z"
"481",20200315,"NM",13,482,NA,NA,NA,495,"2020-03-15T20:00:00Z"
"482",20200315,"NV",21,168,164,NA,NA,353,"2020-03-15T20:00:00Z"
"483",20200315,"NY",729,4543,NA,NA,3,5272,"2020-03-15T20:00:00Z"
"484",20200315,"OH",36,139,350,NA,NA,525,"2020-03-15T20:00:00Z"
"485",20200315,"OK",9,118,12,NA,NA,139,"2020-03-15T20:00:00Z"
"486",20200315,"OR",36,420,225,NA,NA,681,"2020-03-15T20:00:00Z"
"487",20200315,"PA",63,205,183,NA,NA,451,"2020-03-15T20:00:00Z"
"488",20200315,"RI",20,198,57,NA,NA,275,"2020-03-15T20:00:00Z"
"489",20200315,"SC",19,154,NA,NA,NA,173,"2020-03-15T20:00:00Z"
"490",20200315,"SD",9,327,6,NA,NA,342,"2020-03-15T20:00:00Z"
"491",20200315,"TN",39,157,NA,NA,NA,196,"2020-03-15T20:00:00Z"
"492",20200315,"TX",56,NA,NA,NA,NA,56,"2020-03-15T20:00:00Z"
"493",20200315,"UT",28,131,NA,NA,0,159,"2020-03-15T20:00:00Z"
"494",20200315,"VA",45,363,NA,NA,1,408,"2020-03-15T20:00:00Z"
"495",20200315,"VT",4,348,NA,NA,NA,352,"2020-03-15T20:00:00Z"
"496",20200315,"WA",642,7122,NA,NA,40,7764,"2020-03-15T20:00:00Z"
"497",20200315,"WI",33,313,NA,NA,NA,346,"2020-03-15T20:00:00Z"
"498",20200315,"WV",0,38,1,NA,0,39,"2020-03-15T20:00:00Z"
"499",20200315,"WY",3,NA,NA,NA,NA,3,"2020-03-15T20:00:00Z"
"500",20200314,"AK",1,143,NA,NA,NA,144,"2020-03-14T20:00:00Z"
"501",20200314,"AL",6,22,46,NA,NA,74,"2020-03-14T20:00:00Z"
"502",20200314,"AR",12,65,26,NA,NA,103,"2020-03-14T20:00:00Z"
"503",20200314,"AZ",12,121,50,NA,0,183,"2020-03-14T20:00:00Z"
"504",20200314,"CA",252,916,NA,NA,5,1168,"2020-03-14T20:00:00Z"
"505",20200314,"CO",101,610,NA,NA,1,711,"2020-03-14T20:00:00Z"
"506",20200314,"CT",11,125,NA,NA,NA,136,"2020-03-14T20:00:00Z"
"507",20200314,"DC",10,49,10,NA,NA,69,"2020-03-14T20:00:00Z"
"508",20200314,"DE",6,36,32,NA,NA,74,"2020-03-14T20:00:00Z"
"509",20200314,"FL",77,478,221,NA,3,776,"2020-03-14T20:00:00Z"
"510",20200314,"GA",66,NA,NA,NA,1,66,"2020-03-14T20:00:00Z"
"511",20200314,"HI",2,NA,NA,NA,NA,2,"2020-03-14T20:00:00Z"
"512",20200314,"IA",17,83,NA,NA,NA,100,"2020-03-14T20:00:00Z"
"513",20200314,"ID",2,174,NA,NA,NA,176,"2020-03-14T20:00:00Z"
"514",20200314,"IL",46,316,82,NA,NA,444,"2020-03-14T20:00:00Z"
"515",20200314,"IN",15,74,NA,NA,0,89,"2020-03-14T20:00:00Z"
"516",20200314,"KS",6,93,NA,NA,1,100,"2020-03-14T20:00:00Z"
"517",20200314,"KY",14,139,NA,NA,NA,153,"2020-03-14T20:00:00Z"
"518",20200314,"LA",69,109,NA,NA,NA,178,"2020-03-14T20:00:00Z"
"519",20200314,"MA",138,352,NA,NA,NA,490,"2020-03-14T20:00:00Z"
"520",20200314,"MD",26,94,NA,NA,NA,120,"2020-03-14T20:00:00Z"
"521",20200314,"ME",3,91,17,NA,NA,111,"2020-03-14T20:00:00Z"
"522",20200314,"MI",25,205,26,NA,NA,256,"2020-03-14T20:00:00Z"
"523",20200314,"MN",21,847,NA,NA,NA,868,"2020-03-14T20:00:00Z"
"524",20200314,"MO",4,90,NA,NA,0,94,"2020-03-14T20:00:00Z"
"525",20200314,"MS",6,84,NA,NA,NA,90,"2020-03-14T20:00:00Z"
"526",20200314,"MT",5,103,NA,NA,NA,108,"2020-03-14T20:00:00Z"
"527",20200314,"NC",23,137,NA,NA,NA,160,"2020-03-14T20:00:00Z"
"528",20200314,"ND",1,54,14,NA,0,69,"2020-03-14T20:00:00Z"
"529",20200314,"NE",14,80,33,NA,NA,127,"2020-03-14T20:00:00Z"
"530",20200314,"NH",7,212,31,NA,NA,250,"2020-03-14T20:00:00Z"
"531",20200314,"NJ",50,97,80,NA,1,227,"2020-03-14T20:00:00Z"
"532",20200314,"NM",10,237,NA,NA,NA,247,"2020-03-14T20:00:00Z"
"533",20200314,"NV",20,168,NA,NA,NA,188,"2020-03-14T20:00:00Z"
"534",20200314,"NY",524,2779,NA,NA,NA,3303,"2020-03-14T20:00:00Z"
"535",20200314,"OH",13,50,159,NA,NA,222,"2020-03-14T20:00:00Z"
"536",20200314,"OK",4,36,37,NA,NA,77,"2020-03-14T20:00:00Z"
"537",20200314,"OR",30,337,157,NA,NA,524,"2020-03-14T20:00:00Z"
"538",20200314,"PA",47,205,150,NA,NA,402,"2020-03-14T20:00:00Z"
"539",20200314,"RI",20,198,57,NA,NA,275,"2020-03-14T20:00:00Z"
"540",20200314,"SC",13,110,NA,NA,NA,123,"2020-03-14T20:00:00Z"
"541",20200314,"SD",9,182,3,NA,NA,194,"2020-03-14T20:00:00Z"
"542",20200314,"TN",32,130,NA,NA,NA,162,"2020-03-14T20:00:00Z"
"543",20200314,"TX",51,NA,NA,NA,NA,51,"2020-03-14T20:00:00Z"
"544",20200314,"UT",6,131,NA,NA,NA,137,"2020-03-14T20:00:00Z"
"545",20200314,"VA",30,117,NA,NA,NA,147,"2020-03-14T20:00:00Z"
"546",20200314,"VT",4,227,NA,NA,NA,231,"2020-03-14T20:00:00Z"
"547",20200314,"WA",568,6001,NA,NA,37,6569,"2020-03-14T20:00:00Z"
"548",20200314,"WI",19,169,NA,NA,NA,188,"2020-03-14T20:00:00Z"
"549",20200314,"WV",0,26,5,NA,NA,31,"2020-03-14T20:00:00Z"
"550",20200314,"WY",2,NA,NA,NA,NA,2,"2020-03-14T20:00:00Z"
"551",20200313,"AK",1,59,NA,NA,NA,60,"2020-03-13T20:00:00Z"
"552",20200313,"AL",1,11,NA,NA,NA,12,"2020-03-13T20:00:00Z"
"553",20200313,"AR",9,30,22,NA,NA,61,"2020-03-13T20:00:00Z"
"554",20200313,"AZ",9,94,40,NA,0,143,"2020-03-13T20:00:00Z"
"555",20200313,"CA",202,916,NA,NA,4,1118,"2020-03-13T20:00:00Z"
"556",20200313,"CO",72,524,NA,NA,NA,596,"2020-03-13T20:00:00Z"
"557",20200313,"CT",6,99,NA,NA,NA,105,"2020-03-13T20:00:00Z"
"558",20200313,"DC",10,20,NA,NA,NA,30,"2020-03-13T20:00:00Z"
"559",20200313,"DE",4,30,10,NA,NA,44,"2020-03-13T20:00:00Z"
"560",20200313,"FL",50,478,221,NA,2,749,"2020-03-13T20:00:00Z"
"561",20200313,"GA",42,NA,NA,NA,1,42,"2020-03-13T20:00:00Z"
"562",20200313,"HI",2,NA,NA,NA,NA,2,"2020-03-13T20:00:00Z"
"563",20200313,"IA",16,83,29,NA,NA,128,"2020-03-13T20:00:00Z"
"564",20200313,"ID",0,131,NA,NA,NA,131,"2020-03-13T20:00:00Z"
"565",20200313,"IL",32,294,92,NA,NA,418,"2020-03-13T20:00:00Z"
"566",20200313,"IN",12,61,NA,NA,NA,73,"2020-03-13T20:00:00Z"
"567",20200313,"KS",6,93,NA,NA,NA,99,"2020-03-13T20:00:00Z"
"568",20200313,"KY",11,107,NA,NA,NA,118,"2020-03-13T20:00:00Z"
"569",20200313,"LA",36,37,NA,NA,NA,73,"2020-03-13T20:00:00Z"
"570",20200313,"MA",123,92,NA,NA,NA,215,"2020-03-13T20:00:00Z"
"571",20200313,"MD",17,94,NA,NA,NA,111,"2020-03-13T20:00:00Z"
"572",20200313,"ME",3,91,17,NA,NA,111,"2020-03-13T20:00:00Z"
"573",20200313,"MI",16,133,26,NA,NA,175,"2020-03-13T20:00:00Z"
"574",20200313,"MN",14,541,NA,NA,NA,555,"2020-03-13T20:00:00Z"
"575",20200313,"MO",2,71,NA,NA,NA,73,"2020-03-13T20:00:00Z"
"576",20200313,"MS",4,41,NA,NA,NA,45,"2020-03-13T20:00:00Z"
"577",20200313,"MT",1,55,NA,NA,NA,56,"2020-03-13T20:00:00Z"
"578",20200313,"NC",15,86,NA,NA,NA,101,"2020-03-13T20:00:00Z"
"579",20200313,"ND",1,39,12,NA,0,52,"2020-03-13T20:00:00Z"
"580",20200313,"NE",13,80,33,NA,NA,126,"2020-03-13T20:00:00Z"
"581",20200313,"NH",6,94,21,NA,NA,121,"2020-03-13T20:00:00Z"
"582",20200313,"NJ",50,97,80,NA,1,227,"2020-03-13T20:00:00Z"
"583",20200313,"NM",10,190,NA,NA,NA,200,"2020-03-13T20:00:00Z"
"584",20200313,"NV",11,168,NA,NA,NA,179,"2020-03-13T20:00:00Z"
"585",20200313,"NY",421,2779,NA,NA,NA,3200,"2020-03-13T20:00:00Z"
"586",20200313,"OH",13,50,159,NA,NA,222,"2020-03-13T20:00:00Z"
"587",20200313,"OK",3,36,37,NA,NA,76,"2020-03-13T20:00:00Z"
"588",20200313,"OR",30,337,157,NA,NA,524,"2020-03-13T20:00:00Z"
"589",20200313,"PA",33,140,130,NA,NA,303,"2020-03-13T20:00:00Z"
"590",20200313,"RI",14,142,29,NA,NA,185,"2020-03-13T20:00:00Z"
"591",20200313,"SC",12,75,NA,NA,NA,87,"2020-03-13T20:00:00Z"
"592",20200313,"SD",9,73,11,NA,NA,93,"2020-03-13T20:00:00Z"
"593",20200313,"TN",26,116,NA,NA,NA,142,"2020-03-13T20:00:00Z"
"594",20200313,"TX",39,NA,NA,NA,NA,39,"2020-03-13T20:00:00Z"
"595",20200313,"UT",6,131,NA,NA,NA,137,"2020-03-13T20:00:00Z"
"596",20200313,"VA",30,117,NA,NA,NA,147,"2020-03-13T20:00:00Z"
"597",20200313,"VT",2,142,NA,NA,NA,144,"2020-03-13T20:00:00Z"
"598",20200313,"WA",457,4350,NA,NA,31,4807,"2020-03-13T20:00:00Z"
"599",20200313,"WI",19,169,NA,NA,NA,188,"2020-03-13T20:00:00Z"
"600",20200313,"WV",0,17,4,NA,NA,21,"2020-03-13T20:00:00Z"
"601",20200313,"WY",1,NA,NA,NA,NA,1,"2020-03-13T20:00:00Z"
"602",20200312,"AK",0,46,14,NA,NA,60,"2020-03-12T20:00:00Z"
"603",20200312,"AL",0,10,NA,NA,NA,10,"2020-03-12T20:00:00Z"
"604",20200312,"AR",6,24,20,NA,NA,50,"2020-03-12T20:00:00Z"
"605",20200312,"AZ",9,82,24,NA,NA,115,"2020-03-12T20:00:00Z"
"606",20200312,"CA",202,916,NA,NA,4,1118,"2020-03-12T20:00:00Z"
"607",20200312,"CO",45,298,NA,NA,NA,343,"2020-03-12T20:00:00Z"
"608",20200312,"CT",6,89,NA,NA,NA,95,"2020-03-12T20:00:00Z"
"609",20200312,"DC",10,20,NA,NA,NA,30,"2020-03-12T20:00:00Z"
"610",20200312,"DE",4,23,14,NA,NA,41,"2020-03-12T20:00:00Z"
"611",20200312,"FL",32,301,147,NA,2,480,"2020-03-12T20:00:00Z"
"612",20200312,"GA",31,NA,NA,NA,NA,31,"2020-03-12T20:00:00Z"
"613",20200312,"HI",2,NA,NA,NA,NA,2,"2020-03-12T20:00:00Z"
"614",20200312,"IA",14,67,24,NA,NA,105,"2020-03-12T20:00:00Z"
"615",20200312,"ID",0,93,NA,NA,NA,93,"2020-03-12T20:00:00Z"
"616",20200312,"IL",25,266,76,NA,NA,367,"2020-03-12T20:00:00Z"
"617",20200312,"IN",12,52,NA,NA,NA,64,"2020-03-12T20:00:00Z"
"618",20200312,"KS",4,41,NA,NA,NA,45,"2020-03-12T20:00:00Z"
"619",20200312,"KY",8,56,NA,NA,NA,64,"2020-03-12T20:00:00Z"
"620",20200312,"LA",14,37,NA,NA,NA,51,"2020-03-12T20:00:00Z"
"621",20200312,"MA",95,NA,NA,NA,NA,95,"2020-03-12T20:00:00Z"
"622",20200312,"MD",12,94,NA,NA,NA,106,"2020-03-12T20:00:00Z"
"623",20200312,"ME",1,65,20,NA,NA,86,"2020-03-12T20:00:00Z"
"624",20200312,"MI",2,91,27,NA,NA,120,"2020-03-12T20:00:00Z"
"625",20200312,"MN",9,307,NA,NA,NA,316,"2020-03-12T20:00:00Z"
"626",20200312,"MO",1,64,NA,NA,NA,65,"2020-03-12T20:00:00Z"
"627",20200312,"MS",1,41,NA,NA,NA,42,"2020-03-12T20:00:00Z"
"628",20200312,"MT",1,34,NA,NA,NA,35,"2020-03-12T20:00:00Z"
"629",20200312,"NC",12,60,NA,NA,NA,72,"2020-03-12T20:00:00Z"
"630",20200312,"ND",1,12,14,NA,NA,27,"2020-03-12T20:00:00Z"
"631",20200312,"NE",10,80,33,NA,NA,123,"2020-03-12T20:00:00Z"
"632",20200312,"NH",6,94,21,NA,NA,121,"2020-03-12T20:00:00Z"
"633",20200312,"NJ",30,74,20,NA,1,124,"2020-03-12T20:00:00Z"
"634",20200312,"NM",5,155,NA,NA,NA,160,"2020-03-12T20:00:00Z"
"635",20200312,"NV",7,168,NA,NA,NA,175,"2020-03-12T20:00:00Z"
"636",20200312,"NY",216,NA,NA,NA,NA,216,"2020-03-12T20:00:00Z"
"637",20200312,"OH",5,30,52,NA,NA,87,"2020-03-12T20:00:00Z"
"638",20200312,"OK",3,36,4,NA,NA,43,"2020-03-12T20:00:00Z"
"639",20200312,"OR",19,286,62,NA,NA,367,"2020-03-12T20:00:00Z"
"640",20200312,"PA",22,116,81,NA,NA,219,"2020-03-12T20:00:00Z"
"641",20200312,"RI",5,94,8,NA,NA,107,"2020-03-12T20:00:00Z"
"642",20200312,"SC",10,48,NA,NA,NA,58,"2020-03-12T20:00:00Z"
"643",20200312,"SD",8,27,11,NA,NA,46,"2020-03-12T20:00:00Z"
"644",20200312,"TN",18,79,NA,NA,NA,97,"2020-03-12T20:00:00Z"
"645",20200312,"TX",23,NA,NA,NA,NA,23,"2020-03-12T20:00:00Z"
"646",20200312,"UT",4,131,NA,NA,NA,135,"2020-03-12T20:00:00Z"
"647",20200312,"VA",17,117,NA,NA,NA,134,"2020-03-12T20:00:00Z"
"648",20200312,"VT",2,97,NA,NA,NA,99,"2020-03-12T20:00:00Z"
"649",20200312,"WA",337,3037,NA,NA,29,3403,"2020-03-12T20:00:00Z"
"650",20200312,"WI",8,84,NA,NA,NA,92,"2020-03-12T20:00:00Z"
